user,item,topk,counterfactual,predicted_scores,replacement,actual_scores_0,actual_scores_1,actual_scores_2,actual_scores_3,actual_scores_4,actual_scores_avg
118,1231,"[1231, 6186, 6446, 12272, 197, 792, 49, 6412, 1516, 13295]","{16465, 31474, 31475, 31476, 31477, 31478, 31479, 31480, 31481, 31482, 31484, 31485, 31486, 31487, 31488, 31490, 31491, 31494, 31495, 31496, 31497, 31498, 31499, 31500, 15110, 31502, 31504, 31505, 31507, 31509, 31510, 31513, 31514, 31515, 31516, 31518, 31520, 31522, 31525, 31526, 31529, 31530, 31531, 31533, 31535, 31536, 31537, 31538, 31540, 31541, 31542, 31543, 31544, 31546, 31547, 31548, 31549, 31550, 31551, 31552, 31553, 31554, 31555, 31556, 31557, 31558, 31559, 31560, 31561, 31562, 31563, 31565, 31566, 31567, 31568, 31569, 31570, 31571, 31572, 31573, 31574, 31575, 31576, 31577, 31578, 31579, 31580, 31581, 31582, 31583, 31584, 31585, 31587, 31588, 31589, 31590, 31591, 31592, 31593, 31595, 31596, 31597, 31598, 31599, 31600, 31601, 17266, 31602, 31604, 31605, 31606, 31607, 31608, 31609, 31610, 31611, 31612, 31614, 31615, 31616, 31617, 31618, 31620, 31621, 17286, 31623, 31624, 31625, 31626, 31627, 31628, 31622, 31630, 31632, 31634, 31637, 31638, 31639, 31640, 31641, 31642, 31643, 31644, 31645, 31646, 31647, 31648, 31649, 31650, 31651, 31652, 31653, 31654, 31655, 31656, 31657, 31658, 31660, 31661, 31662, 31663, 31664, 31666, 31667, 31668, 31669, 31670, 31671, 31672, 31673, 31674, 31675, 31676, 31678, 31679, 31680, 31681, 31682, 31685, 31686, 31688, 31690, 31692, 31693, 31694, 31695, 31696, 31698, 31699, 31700, 31701, 31702, 31703, 31705, 31706, 31707, 31708, 31709, 31711, 31712, 13281, 31713, 31714, 31715, 31716, 31717, 31718, 31719, 31720, 31721, 13282, 31723, 31726, 31727, 31728, 31729, 31730, 31731, 31732, 31733, 31734, 31735, 31736, 31737, 31740, 31743, 31744, 31745, 31746, 31747, 31748, 31749, 31751, 31752, 31753, 31754, 31755, 31757, 31758, 31760, 31761, 31762, 31763, 31764, 31765, 31766, 31767, 31768, 31769, 31770, 31771, 31772, 31773, 31774, 31775, 31776, 31777, 31778, 31780, 31781, 31782, 31783, 31784, 31785, 31786, 31787, 31788, 31789, 31790, 31791, 31792, 31793, 31794, 31795, 31797, 31799, 31800, 31801, 31802, 31803, 31804, 31805, 31806, 31807, 31810, 31811, 31812, 31813, 31814, 31815, 31816, 31817, 31818, 31819, 31820, 31821, 31823, 31825, 31827, 31828, 31829, 31830, 31831, 31832, 31833, 31834, 29941, 26012, 26142, 26168, 26170}","[10.442493, 6.837111, 8.599459, 8.128922, 6.7745175, 7.1291313, 5.796304, 10.454444, 6.4511204, 6.330818]",6412,"[9.020406723022461, 6.507739067077637, 7.230162620544434, 6.786942481994629, 7.095656871795654, 6.777828216552734, 5.4583306312561035, 6.568967819213867, 5.866664886474609, 6.15171480178833]","[9.596857070922852, 6.719874858856201, 7.784052848815918, 7.778090476989746, 7.810537815093994, 6.805871486663818, 5.527953147888184, 6.6576972007751465, 6.183207035064697, 6.933798789978027]","[9.216675758361816, 7.122745037078857, 7.838995933532715, 7.988424301147461, 8.307255744934082, 7.2186737060546875, 6.889894008636475, 7.0608625411987305, 5.6108598709106445, 8.15286636352539]","[9.968010902404785, 6.426600933074951, 7.637759208679199, 7.3270673751831055, 7.178781032562256, 6.8381781578063965, 5.338441371917725, 7.0453782081604, 5.902561664581299, 6.347317695617676]","[10.983953475952148, 7.373660564422607, 7.67224645614624, 7.683038711547852, 8.671845436096191, 6.8262128829956055, 5.875484466552734, 4.102158546447754, 5.896257400512695, 8.216578483581543]","[9.757180786132812, 6.830124092102051, 7.632643413543701, 7.512712669372559, 7.812815380096436, 6.893352890014649, 5.8180207252502445, 6.2870128631591795, 5.891910171508789, 7.160455226898193]"
119,459,"[459, 828, 1200, 7395, 14954, 6718, 6778, 4477, 853, 892]","{1053, 12437}","[5.347403, 5.361115, 5.4609222, 4.8373585, 4.915578, 4.8908925, 4.900513, 4.7270517, 4.473767, 4.463185]",1200,"[5.079643249511719, 5.776588439941406, 6.168459415435791, 4.714015007019043, 5.529107093811035, 4.6226325035095215, 4.918521881103516, 4.686087131500244, 4.5558905601501465, 4.583979606628418]","[4.965571880340576, 6.039772033691406, 5.758912563323975, 4.975354194641113, 4.938755035400391, 4.684384346008301, 4.833675384521484, 4.662768363952637, 4.474604606628418, 4.569235324859619]","[5.189820289611816, 5.372269153594971, 6.052639007568359, 5.0600128173828125, 4.939553737640381, 4.692717552185059, 4.753313064575195, 4.72019100189209, 4.464887619018555, 4.568419456481934]","[5.281036376953125, 5.585839748382568, 5.880378246307373, 4.166512489318848, 4.854025840759277, 4.648787021636963, 4.4287428855896, 4.629633903503418, 4.359792232513428, 4.328125476837158]","[5.173715591430664, 5.6137237548828125, 6.110291004180908, 4.054020881652832, 5.142143249511719, 4.678536891937256, 4.746938705444336, 4.5359930992126465, 4.742785453796387, 4.447033405303955]","[5.13795747756958, 5.6776386260986325, 5.994136047363281, 4.59398307800293, 5.080716991424561, 4.66541166305542, 4.7362383842468265, 4.646934700012207, 4.5195920944213865, 4.499358654022217]"
120,369,"[369, 1231, 15116, 5712, 8433, 197, 7047, 15366, 15395, 6778]","{13190, 1471}","[9.199006, 9.302774, 8.32864, 7.774122, 7.6614513, 7.35045, 7.500821, 7.498056, 7.464581, 7.4048805]",1231,"[5.3016276359558105, 8.247234344482422, 6.70440149307251, 8.449921607971191, 7.247385025024414, 6.645017147064209, 6.787189960479736, 7.0911407470703125, 7.3408331871032715, 7.011358737945557]","[5.834592342376709, 7.7589111328125, 6.962603569030762, 8.262887001037598, 7.08144998550415, 6.989330291748047, 7.3151068687438965, 7.096279144287109, 7.294753074645996, 7.010368347167969]","[5.564151287078857, 8.023115158081055, 6.626292705535889, 8.331329345703125, 7.335853099822998, 6.524482727050781, 7.114073276519775, 6.8571295738220215, 7.292050361633301, 6.98982048034668]","[5.566971778869629, 7.97804069519043, 6.898183822631836, 8.100714683532715, 7.294347763061523, 7.778085231781006, 7.3448381423950195, 7.186683177947998, 6.94462251663208, 6.860285758972168]","[5.969827651977539, 7.889355659484863, 6.825370788574219, 8.23548412322998, 7.537345886230469, 6.807765960693359, 7.156189441680908, 7.390293598175049, 7.223963260650635, 6.969338417053223]","[5.647434139251709, 7.979331398010254, 6.803370475769043, 8.276067352294922, 7.299276351928711, 6.94893627166748, 7.143479537963867, 7.124305248260498, 7.219244480133057, 6.968234348297119]"
121,12948,"[12948, 1044, 1554, 6778, 8058, 5238, 17781, 15089, 461, 5412]","{1473, 8450, 6914, 1605, 1009, 12754, 7476, 1526, 24185, 17594, 1053, 24191}","[8.316474, 8.077657, 7.886468, 8.339051, 7.7127347, 7.6535187, 7.2497516, 7.2131443, 7.04873, 6.832045]",6778,"[7.027907371520996, 7.716292381286621, 6.9145073890686035, 7.738177299499512, 6.321012020111084, 5.840545177459717, 4.02719783782959, 5.731029987335205, 6.524462699890137, 5.6156415939331055]","[7.985187530517578, 7.63041877746582, 7.913978099822998, 7.406717300415039, 7.114673137664795, 7.1351447105407715, 4.294498443603516, 6.388356685638428, 6.697150707244873, 5.753958225250244]","[7.6209235191345215, 7.189816474914551, 7.362375259399414, 7.702897548675537, 5.752566814422607, 6.031600475311279, 4.216485023498535, 6.228787899017334, 6.175678730010986, 4.789912223815918]","[7.249154090881348, 7.9502387046813965, 7.950040340423584, 8.168567657470703, 7.588523864746094, 6.725244045257568, 2.7552943229675293, 6.6847825050354, 7.351949214935303, 5.608155727386475]","[8.401168823242188, 8.247842788696289, 8.436437606811523, 7.294306755065918, 8.082300186157227, 6.963944435119629, 4.95786714553833, 6.684040069580078, 6.737966060638428, 5.268864154815674]","[7.656868267059326, 7.746921825408935, 7.715467739105224, 7.662133312225341, 6.971815204620361, 6.539295768737793, 4.0502685546875, 6.343399429321289, 6.697441482543946, 5.407306385040283]"
122,6778,"[6778, 21897, 7467, 6852, 839, 6855, 7464, 12681, 7503, 6853]",,,-1,,,,,,
123,1044,"[1044, 23176, 1047, 25781, 7337, 332, 10391, 943, 1210, 1012]","{461, 790, 858, 443, 13148}","[7.634528, 7.66322, 7.138106, 7.321607, 6.8477054, 6.796171, 6.3233447, 6.3830614, 5.596621, 6.142268]",23176,"[7.500730037689209, 7.284874439239502, 5.462123870849609, 7.2833733558654785, 6.605921745300293, 5.589286804199219, 6.716627597808838, 6.552275657653809, 5.426929473876953, 6.178658485412598]","[7.866861343383789, 7.404893398284912, 5.757964611053467, 7.4378180503845215, 6.610638618469238, 5.231411457061768, 6.491128444671631, 6.792735576629639, 4.791028022766113, 6.2633376121521]","[7.721261024475098, 7.356523513793945, 6.1935553550720215, 7.3610310554504395, 6.765422821044922, 5.434290409088135, 7.056017875671387, 6.352199554443359, 5.322779655456543, 6.191013336181641]","[7.555654525756836, 6.909331798553467, 5.687459945678711, 7.819494247436523, 6.337548732757568, 7.222975730895996, 6.920353412628174, 6.879469871520996, 5.218840599060059, 6.141733169555664]","[7.743720531463623, 7.395391941070557, 5.0774407386779785, 7.406404495239258, 6.466070652008057, 4.898814678192139, 6.615076541900635, 6.6405768394470215, 5.553843021392822, 6.307855129241943]","[7.677645492553711, 7.270203018188477, 5.635708904266357, 7.461624240875244, 6.557120513916016, 5.6753558158874515, 6.759840774536133, 6.643451499938965, 5.262684154510498, 6.216519546508789]"
124,1473,"[1473, 6778, 860, 23361, 5236, 14824, 4340, 15116, 12525, 4341]",{197},"[7.35509, 7.405128, 7.3275876, 7.0083194, 6.978417, 6.9811864, 6.8727474, 6.858073, 6.803101, 6.7942977]",6778,"[7.088812351226807, 7.241970062255859, 7.164950847625732, 6.603176116943359, 6.746189594268799, 6.229158878326416, 6.7840166091918945, 7.002742767333984, 7.007355690002441, 7.065596103668213]","[7.771781921386719, 6.325106620788574, 6.36555814743042, 6.522974967956543, 7.447836399078369, 6.53486967086792, 6.982361793518066, 6.560789108276367, 6.953258514404297, 7.031356334686279]","[7.33528470993042, 6.991787433624268, 6.308376789093018, 6.379940032958984, 6.5266876220703125, 6.238976955413818, 6.705714225769043, 6.473670959472656, 6.7930588722229, 6.8899712562561035]","[7.4899187088012695, 7.111352920532227, 6.651986598968506, 6.996212482452393, 6.522905349731445, 6.168544292449951, 6.81425142288208, 6.460327625274658, 6.957033157348633, 6.875568389892578]","[7.783280372619629, 6.302750110626221, 6.848322868347168, 7.125316143035889, 7.069300651550293, 6.696201801300049, 7.027202606201172, 6.292838096618652, 6.8404107093811035, 6.8297014236450195]","[7.493815612792969, 6.794593429565429, 6.667839050292969, 6.725523948669434, 6.862583923339844, 6.373550319671631, 6.862709331512451, 6.558073711395264, 6.910223388671875, 6.9384387016296385]"
125,5238,"[5238, 1554, 461, 8058, 1473, 4767, 7170, 7135, 4349, 15365]",,,-1,,,,,,
126,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
127,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939]",,,-1,,,,,,
128,6778,"[6778, 17781, 1391, 21897, 5712, 12681, 5238, 860, 1554, 6718]",,,-1,,,,,,
129,1366,"[1366, 21897, 6852, 6853, 1554, 6855, 17781, 6850, 7406, 1606]","{997, 7432, 1007, 1041, 27955, 439, 27452}","[10.000976, 10.022686, 9.503658, 9.455067, 9.404908, 9.309954, 9.494682, 9.03814, 8.987814, 8.894051]",21897,"[8.465826034545898, 10.395247459411621, 9.238227844238281, 9.583924293518066, 9.678735733032227, 9.38486385345459, 7.537392616271973, 9.078478813171387, 7.84251070022583, 8.24725341796875]","[8.682452201843262, 10.203766822814941, 9.070089340209961, 9.31091594696045, 9.257994651794434, 9.228886604309082, 7.160876750946045, 9.315736770629883, 8.317934036254883, 8.097536087036133]","[8.348278999328613, 10.421241760253906, 9.37132740020752, 9.288288116455078, 8.993280410766602, 8.915887832641602, 7.022424697875977, 8.931965827941895, 8.173818588256836, 7.509441375732422]","[8.59913158416748, 10.114181518554688, 9.664205551147461, 9.318310737609863, 9.147110939025879, 9.224879264831543, 6.707583427429199, 8.77359676361084, 8.195793151855469, 7.637969017028809]","[8.461417198181152, 10.399106979370117, 9.452507972717285, 8.904572486877441, 9.583684921264648, 9.169719696044922, 6.887750148773193, 8.884196281433105, 8.02258014678955, 7.8580546379089355]","[8.511421203613281, 10.306708908081054, 9.359271621704101, 9.28120231628418, 9.332161331176758, 9.184847450256347, 7.063205528259277, 8.996794891357421, 8.110527324676514, 7.87005090713501]"
130,6778,"[6778, 8449, 1387, 20631, 12700, 1386, 13410, 1525, 7473, 12698]","{1552, 13330, 1555, 20513, 1571, 49, 13366, 1079, 13368, 1611, 1616, 81, 1628, 5239, 19598, 19608, 14502, 684, 14540, 29906, 14547, 13525, 1752, 13535, 13541, 1289, 7435, 14611, 6422, 1819, 1312, 15139, 5422, 25400, 35642, 35643, 14652, 35645, 35644, 7491, 1347, 35656, 35657, 35658, 35660, 35661, 35662, 35663, 35664, 35665, 35666, 35667, 35668, 35669, 1370, 35679, 1376, 17248, 35682, 35688, 35691, 35692, 17265, 35698, 35700, 8580, 22414, 7057, 23450, 16283, 1448, 1465, 1473, 21961, 12753, 20951, 19428, 999, 16359, 1005, 7668, 12791, 14847}","[10.083711, 10.086077, 8.356997, 9.530301, 7.5912943, 7.906342, 7.626666, 7.6835227, 7.752181, 7.487634]",8449,"[8.294209480285645, 6.942237854003906, 7.527804851531982, 8.331985473632812, 5.9559831619262695, 6.396118640899658, 6.21822452545166, 5.813132286071777, 5.367364406585693, 5.344571590423584]","[8.638258934020996, 7.115715980529785, 7.451596260070801, 7.739907741546631, 6.583847999572754, 6.425100326538086, 6.65297794342041, 5.4966535568237305, 6.051126480102539, 4.929043769836426]","[8.535841941833496, 7.25162935256958, 7.2916717529296875, 7.332370281219482, 6.910676002502441, 6.605188369750977, 5.717616081237793, 6.147068977355957, 6.400442123413086, 5.8206634521484375]","[8.318284034729004, 7.0624518394470215, 7.4971232414245605, 7.768074989318848, 6.470652103424072, 6.395758152008057, 6.432405948638916, 5.567226886749268, 6.48045015335083, 5.693638324737549]","[8.421019554138184, 7.221263408660889, 7.386699676513672, 6.874019622802734, 5.7174296379089355, 6.723090648651123, 5.7887444496154785, 5.9444732666015625, 5.737905502319336, 5.440290927886963]","[8.441522789001464, 7.1186596870422365, 7.430979156494141, 7.609271621704101, 6.3277177810668945, 6.50905122756958, 6.161993789672851, 5.793710994720459, 6.007457733154297, 5.445641613006591]"
131,1231,"[1231, 14588, 7008, 80, 438, 17781, 6410, 13460, 7000, 15444]","{35712, 257, 35714, 35713, 35716, 27909, 35718, 27911, 35720, 35719, 14599, 138, 35724, 14084, 35726, 35727, 35728, 17807, 536, 26136, 545, 16929, 20005, 938, 427, 939, 941, 301, 32429, 1203, 51, 17331, 21560, 12858, 188, 28734, 1605, 7239, 5962, 847, 6356, 17237, 598, 468, 6361, 6362, 18658, 613, 742, 621, 15474, 757, 35705, 19070}","[8.447516, 7.8475995, 7.8756514, 7.3218265, 7.1943507, 7.947916, 8.45796, 7.456425, 6.599822, 7.445795]",6410,"[8.799047470092773, 6.222879409790039, 6.595764636993408, 7.089813709259033, 4.23710298538208, 3.988615036010742, 5.549702167510986, 7.240697383880615, 5.286533832550049, 7.290722370147705]","[8.345674514770508, 6.056069374084473, 6.649720191955566, 7.253445625305176, 4.030603408813477, 3.6570043563842773, 6.274901866912842, 6.855898857116699, 5.265008926391602, 6.509272575378418]","[8.884194374084473, 5.549389839172363, 5.98228120803833, 7.020027160644531, 4.234530925750732, 3.907111406326294, 8.469987869262695, 6.626020908355713, 6.7474284172058105, 6.656993389129639]","[8.328524589538574, 5.808651447296143, 5.68884801864624, 6.958482265472412, 3.762246608734131, 3.502324342727661, 7.287506580352783, 6.275805473327637, 4.632303237915039, 6.450911045074463]","[9.772287368774414, 6.295172214508057, 6.384241104125977, 6.774335861206055, 4.765828609466553, 3.9011764526367188, 5.5933709144592285, 7.153833866119385, 4.92209005355835, 5.594174861907959]","[8.82594566345215, 5.986432456970215, 6.260171031951904, 7.019220924377441, 4.206062507629395, 3.7912463188171386, 6.635093879699707, 6.83045129776001, 5.37067289352417, 6.500414848327637]"
132,6852,"[6852, 6853, 6855, 6850, 6856, 6854, 1554, 7406, 6851, 13979]","{7299, 17543, 7176, 13198, 547, 1574, 13228, 35757, 1197, 16690, 1075, 947, 1334, 14648, 7099, 17214, 1473, 7239, 1352, 14794, 21201, 17239, 856, 13412, 13413, 36070, 8426, 239, 1011, 14588}","[9.495266, 9.497991, 9.364841, 8.955209, 8.767239, 8.575064, 8.224282, 8.025141, 8.0624485, 7.8493896]",6853,"[9.0006742477417, 9.0908784866333, 9.031513214111328, 9.053603172302246, 8.459184646606445, 8.293961524963379, 7.83255672454834, 7.0151214599609375, 7.650753021240234, 7.08784818649292]","[9.277894020080566, 9.088788032531738, 8.994318008422852, 9.0528564453125, 8.662148475646973, 8.782867431640625, 8.059476852416992, 6.647126197814941, 7.964816570281982, 6.425924301147461]","[9.189714431762695, 9.158409118652344, 9.059694290161133, 8.566798210144043, 8.708308219909668, 8.688067436218262, 7.840261459350586, 6.950540542602539, 8.1432523727417, 6.635934352874756]","[9.049798965454102, 9.074328422546387, 8.964512825012207, 8.901646614074707, 8.633460998535156, 8.657410621643066, 8.582786560058594, 6.729104042053223, 7.8105998039245605, 6.501708030700684]","[8.98488712310791, 9.233281135559082, 9.127472877502441, 8.830953598022461, 8.592780113220215, 8.512646675109863, 7.559723377227783, 6.832165718078613, 7.851767539978027, 6.698209762573242]","[9.100593757629394, 9.12913703918457, 9.035502243041993, 8.881171607971192, 8.611176490783691, 8.58699073791504, 7.974960994720459, 6.834811592102051, 7.8842378616333, 6.669924926757813]"
133,6480,"[6480, 1012, 4340, 1123, 7943, 4341, 6479, 5148, 4353, 4349]","{18696, 1473, 670}","[6.707052, 6.527155, 6.7566257, 6.4997783, 6.3952208, 6.7020764, 6.3136277, 6.2915034, 6.452548, 6.3799806]",4340,"[4.5550689697265625, 6.394762992858887, 5.987050533294678, 6.010860919952393, 5.482297420501709, 5.951399803161621, 4.536075592041016, 5.959932804107666, 6.0269455909729, 5.925858020782471]","[4.443774700164795, 6.398217678070068, 6.2050604820251465, 6.055417537689209, 5.945560932159424, 6.1986613273620605, 4.681208610534668, 5.829460620880127, 6.212904453277588, 6.552174091339111]","[4.441014289855957, 6.489296913146973, 6.42897891998291, 6.181508541107178, 6.011472225189209, 6.248520374298096, 4.6574602127075195, 5.669988632202148, 6.063352584838867, 6.148764610290527]","[5.499446392059326, 6.330053329467773, 6.073964595794678, 6.1762919425964355, 6.253387928009033, 6.197824478149414, 5.139232635498047, 6.07859992980957, 6.724261283874512, 3.976686954498291]","[4.895893096923828, 6.227609634399414, 5.600005626678467, 5.939918041229248, 6.083481788635254, 5.662872314453125, 4.549934387207031, 6.1010823249816895, 6.35495138168335, 6.494149208068848]","[4.767039489746094, 6.367988109588623, 6.059012031555175, 6.072799396514893, 5.955240058898926, 6.051855659484863, 4.712782287597657, 5.92781286239624, 6.276483058929443, 5.81952657699585]"
134,6960,"[6960, 2787, 7395, 407, 6616, 66, 12878, 1000, 1116, 622]","{36359, 1547, 26141, 1571, 37411, 36393, 16429, 8756, 1590, 7237, 5190, 37454, 21587, 36453, 5235, 5238, 5239, 36470, 1697, 37028, 18618, 37055, 37059, 37573, 37062, 37070, 37582, 18647, 18653, 37089, 3303, 18156, 14576, 37105, 37618, 37117, 14606, 16144, 37137, 36627, 37655, 37144, 5914, 36636, 36641, 1827, 36654, 5422, 36665, 7998, 8001, 37191, 37201, 37204, 25430, 25944, 1368, 37216, 8039, 36725, 18294, 38775, 37240, 21369, 37243, 4989, 37248, 37761, 37249, 36231, 36752, 37271, 37272, 37274, 36251, 37278, 37281, 36772, 36261, 36780, 37294, 943, 36784, 36276, 20920, 36284, 1471, 37313, 36802, 37321, 37324, 37332, 36312, 37340, 37341, 36338, 36850, 37365}","[10.15327, 10.153343, 9.225216, 8.903713, 8.328891, 8.027281, 8.051121, 7.766569, 7.8111296, 7.998792]",2787,"[9.736401557922363, 8.187979698181152, 7.802183628082275, 8.802153587341309, 7.721582889556885, 6.389005184173584, 7.315682888031006, 7.12640380859375, 6.674380302429199, 8.2921781539917]","[9.758186340332031, 8.30893611907959, 8.267603874206543, 8.735493659973145, 7.663204193115234, 7.596954822540283, 7.5250654220581055, 7.291802883148193, 7.317868232727051, 7.317422866821289]","[9.934333801269531, 8.003199577331543, 7.984025478363037, 8.571998596191406, 7.759768009185791, 6.612967014312744, 7.835081577301025, 6.7316179275512695, 6.892994403839111, 8.597689628601074]","[9.574196815490723, 8.360909461975098, 8.119595527648926, 8.5706205368042, 7.390688419342041, 7.100119113922119, 6.1653618812561035, 6.93496561050415, 6.706876754760742, 8.442012786865234]","[9.82529067993164, 8.016938209533691, 8.01134204864502, 8.957216262817383, 7.638236999511719, 7.287420749664307, 7.211938381195068, 7.213825702667236, 7.051886558532715, 7.688061237335205]","[9.765681838989257, 8.175592613220214, 8.03695011138916, 8.727496528625489, 7.634696102142334, 6.997293376922608, 7.210626029968262, 7.05972318649292, 6.928801250457764, 8.0674729347229]"
135,1231,"[1231, 23361, 6778, 307, 4340, 621, 4341, 3603, 1458, 12681]","{325, 23945, 38861, 38965, 1116}","[7.078693, 6.8392353, 7.0923724, 6.565167, 6.6718836, 6.538359, 6.62221, 6.313518, 6.1835446, 6.180048]",6778,"[7.274065971374512, 7.282896041870117, 6.930576801300049, 7.237142562866211, 6.605937957763672, 7.293118476867676, 6.7670369148254395, 5.1437249183654785, 4.639657020568848, 5.983948707580566]","[7.219005584716797, 7.178014755249023, 6.549978256225586, 7.270747184753418, 4.16748046875, 6.77561616897583, 4.151580333709717, 5.218953609466553, 2.829881429672241, 6.214863300323486]","[5.486423969268799, 6.782810688018799, 6.43116569519043, 6.956088066101074, 6.583094120025635, 6.493777751922607, 6.456350803375244, 4.921632289886475, 4.751550674438477, 6.466843128204346]","[6.998650074005127, 6.791537284851074, 6.478775978088379, 7.372717380523682, 6.552577495574951, 6.724598407745361, 6.613099098205566, 4.547144889831543, 2.296339750289917, 5.577665328979492]","[6.331791877746582, 6.807911396026611, 6.638512134552002, 7.227270126342773, 6.577024936676025, 6.523586273193359, 6.941748142242432, 4.825957775115967, 4.845220565795898, 6.367377281188965]","[6.6619874954223635, 6.968634033203125, 6.605801773071289, 7.212793064117432, 6.097222995758057, 6.762139415740966, 6.18596305847168, 4.9314826965332035, 3.872529888153076, 6.122139549255371]"
136,1231,"[1231, 14588, 1069, 6186, 17781, 1537, 13541, 6778, 7461, 1217]","{1029, 18950, 18957, 1039, 1040, 18959, 1044, 25620, 1046, 1048, 27688, 1064, 1070, 7220, 1121, 25193, 619, 1137, 15476, 39028, 15478, 39031, 39032, 39034, 39037, 39038, 39039, 39040, 39041, 39042, 39043, 39045, 1159, 39048, 39049, 39054, 39055, 19086, 39059, 39061, 39063, 39064, 19096, 670, 39075, 7332, 1193, 21164, 1200, 25781, 1212, 33473, 1218, 708, 1226, 734, 27872, 13546, 14572, 36083, 20725, 8439, 8451, 7428, 7943, 13087, 803, 14627, 17196, 828, 834, 8037, 24437, 1408, 384, 899, 14731, 16270, 19854, 16275, 417, 28581, 18870, 18890, 18916, 18917, 997, 1002, 1003, 1010, 1012, 1013, 1526, 15356, 15358}","[9.418101, 8.885689, 9.422614, 7.679995, 8.592291, 7.4893312, 7.2100797, 8.891581, 7.1104107, 7.001199]",1069,"[7.285431861877441, 8.158945083618164, 7.882364749908447, 6.922929763793945, 6.130882740020752, 6.934506893157959, 6.0639543533325195, 7.520939350128174, 4.90751838684082, 4.876283168792725]","[3.3037381172180176, 8.289118766784668, 8.453900337219238, 7.069117069244385, 6.340337753295898, 7.4193501472473145, 6.368453025817871, 7.8045654296875, 4.572238445281982, 5.55137300491333]","[7.08491849899292, 8.886979103088379, 7.798086166381836, 6.87554407119751, 6.3892083168029785, 6.780463218688965, 6.225138187408447, 7.73014497756958, 7.47023344039917, 5.750579833984375]","[5.614411354064941, 8.203298568725586, 7.769621849060059, 6.98041296005249, 6.537557601928711, 6.484918117523193, 6.0901665687561035, 7.533410549163818, 4.456643581390381, 5.988105773925781]","[3.197514772415161, 7.779986381530762, 8.31121826171875, 6.7747344970703125, 6.089160442352295, 6.604715824127197, 6.252274990081787, 7.351766586303711, 6.086032390594482, 5.481460094451904]","[5.297202920913696, 8.263665580749512, 8.043038272857666, 6.9245476722717285, 6.297429370880127, 6.844790840148926, 6.199997425079346, 7.588165378570556, 5.498533248901367, 5.529560375213623]"
137,1231,"[1231, 6186, 12272, 6446, 621, 13541, 1477, 792, 19906, 597]","{713, 19978, 1561, 39087, 39088, 55, 39090, 66, 39092, 1611, 1116, 613, 14954, 37499, 22653, 126, 39103, 39077, 39078, 15527, 39080, 39081, 39079, 39083, 39086, 15535, 15536, 39089, 15538, 15539, 15540, 15541, 39094, 39095, 39096, 39097, 39098, 39099, 39100, 39093, 20671, 39104, 39105, 706, 39107, 39108, 39109, 39110, 39111, 39112, 39106, 39114, 39115, 39116, 39117, 39118, 39119, 39120, 39121, 39122, 39123, 20700, 39125, 39126, 39127, 39128, 39129, 39130, 39131, 39132, 20699, 39134, 39135, 39136, 39137, 39138, 39139, 39140, 39141, 39142, 39143, 39144, 39146, 39148, 39149, 39150, 39151, 39152, 39153, 15090, 39155, 39156, 39157, 39158, 39159, 39160, 39161, 15098, 39163, 39164, 17149, 17150, 17151, 39168, 17153, 39169, 39171, 39172, 39173, 39174, 39175, 39176, 39170, 39178, 39179, 39180, 39181, 39182, 39183, 39184, 39185, 39186, 39187, 39188, 39189, 39190, 39191, 39192, 39193, 39194, 39196, 39197, 39198, 39200, 39201, 39203, 39205, 39208, 19269, 19275, 19278, 5463, 32606, 7010, 14708, 3963, 39154, 7051, 6032, 6033, 6034, 6035, 6036, 4509, 39162, 941, 943, 944, 17327, 946, 27574, 39165, 23799, 39166, 27582, 8434, 39167, 4549, 27591, 27593, 14299, 5084, 992, 993, 1000, 1526, 1018, 1019}","[12.431958, 12.433589, 10.13108, 10.062631, 8.918578, 8.251986, 8.139669, 8.688987, 8.11262, 10.389793]",6186,"[8.492255210876465, 8.357134819030762, 8.865921020507812, 9.037006378173828, 7.5952019691467285, 6.758918285369873, 7.385998249053955, 7.487393379211426, 7.6172614097595215, 8.04630184173584]","[10.623457908630371, 8.435355186462402, 8.932489395141602, 8.787361145019531, 7.547567844390869, 6.775838851928711, 7.7325873374938965, 7.537467002868652, 7.060577869415283, 7.937509536743164]","[8.600945472717285, 8.28956413269043, 9.009695053100586, 9.00108814239502, 7.408973693847656, 6.732702255249023, 7.612137794494629, 7.433897495269775, 7.06135368347168, 7.759793281555176]","[8.348797798156738, 8.211003303527832, 9.038787841796875, 9.085514068603516, 7.748907566070557, 7.158570289611816, 8.153406143188477, 7.242839813232422, 7.470787048339844, 7.6458282470703125]","[10.740012168884277, 8.03102970123291, 8.884714126586914, 8.832429885864258, 7.3644118309021, 6.973890781402588, 8.289020538330078, 7.375370025634766, 7.2933454513549805, 7.822309494018555]","[9.361093711853027, 8.264817428588866, 8.946321487426758, 8.94867992401123, 7.533012580871582, 6.8799840927124025, 7.834630012512207, 7.415393543243408, 7.300665092468262, 7.84234848022461]"
